n,type,load,elast
17188,"D",39.53878,-.2080081
17189,"D",37.74726,-.2989145
17190,"D",36.71021,-.2316203
17191,"D",39.86877,-.1819566
17192,"D",41.37719,-.1880432
17193,"D",41.17196,-.2076476
17194,"D",37.86523,-.2484559
17195,"D",40.82452,-.1540298
17196,"D",37.98173,-.241544
17197,"D",37.7025,-.2776724
17198,"D",41.0782,-.212439
17199,"D",39.87466,-.2378751
17200,"D",40.70926,-.1377741
17201,"D",42.11612,-.1196285
17202,"D",40.54411,-.1234828
17203,"D",40.86276,-.1869305
17204,"D",38.78421,-.2666081
17205,"D",40.62275,-.2060019
17206,"D",38.03337,-.1610103
17207,"D",41.84289,-.1858695
17208,"D",43.47101,-.1546162
17209,"D",39.44427,-.1543936
17210,"D",37.05812,-.1564206
17211,"D",38.752,-.3165012
17212,"D",40.64745,-.2077547
17213,"D",38.50875,-.2082102
17214,"D",40.64177,-.2393321
17215,"D",40.6964,-.2012329
17216,"D",39.40659,-.2428557
17217,"D",39.08344,-.1465082
17218,"D",36.73417,-.2151513
17219,"D",39.84694,-.1995799
17220,"D",42.53397,-.1753274
17221,"D",41.4248,-.2954847
17222,"D",38.11617,-.283578
17223,"D",38.07713,-.2590804
17224,"D",36.68971,-.24882
17225,"D",41.66627,-.1620049
17226,"D",38.27591,-.2009144
17227,"D",40.48419,-.1744465
17228,"D",39.34161,-.140483
17229,"D",39.49523,-.1640124
17230,"D",40.89184,-.208557
17231,"D",39.23392,-.2494604
17232,"D",40.86088,-.1428533
17233,"D",39.00196,-.3097
17234,"D",42.16662,-.2003782
17235,"D",39.9944,-.1968631
17236,"D",39.81699,-.2641671
17237,"D",41.48384,-.2258871
17238,"D",37.68113,-.2721468
17239,"D",37.11571,-.272895
17240,"D",39.69177,-.1652419
17241,"D",39.28745,-.1802671
17242,"D",41.81063,-.2159419
17243,"D",40.9425,-.2219664
17244,"D",40.7745,-.2049699
17245,"D",42.66175,-.1189981
17246,"D",38.8028,-.1379304
17247,"D",36.86108,-.2647337
17248,"D",42.87231,-.1744713
17249,"D",40.60102,-.080572
17250,"D",40.95744,-.1963965
17251,"D",41.19887,-.2388163
17252,"D",39.04626,-.2170343
17253,"D",38.86729,-.1680775
17254,"D",44.30602,-.218751
17255,"D",39.95316,-.1249101
17256,"D",39.49603,-.1884644
17257,"D",39.92838,-.194017
17258,"D",38.65773,-.244578
17259,"D",39.85362,-.181428
17260,"D",37.18845,-.2649508
17261,"D",42.69085,-.2092256
17262,"D",39.63696,-.1399712
17263,"D",40.95845,-.2137644
17264,"D",42.06497,-.1379562
17265,"D",42.5058,-.2173196
17266,"D",39.86425,-.2097913
17267,"D",39.97332,-.261832
17268,"D",40.93348,-.2050714
17269,"D",39.79965,-.2247446
17270,"D",40.77731,-.1824384
17271,"D",39.52535,-.1479446
17272,"D",39.61127,-.1746171
17273,"D",41.83264,-.0608463
17274,"D",38.62211,-.1630996
17275,"D",41.44553,-.1746224
17276,"D",39.63896,-.1926212
17277,"D",39.17911,-.2126483
17278,"D",39.26411,-.2114021
17279,"D",39.05858,-.2416643
17280,"D",41.23783,-.1316341
17281,"D",41.6288,-.1833829
17282,"D",41.67553,-.2101858
17283,"D",41.29575,-.1593209
17284,"D",42.21997,-.1678336
17285,"D",40.81685,-.1788187
17286,"D",37.44856,-.2113252
17287,"D",41.42877,-.1931459
17288,"D",39.93975,-.1734032
17289,"D",44.13509,-.0699288
17290,"D",39.56409,-.2245667
17291,"D",40.5085,-.255076
17292,"D",38.4445,-.2311118
17293,"D",40.51546,-.2668557
17294,"D",38.98127,-.2211642
17295,"D",43.38513,-.1685185
17296,"D",42.09141,-.2962201
17297,"D",40.66233,-.2706646
17298,"D",40.46389,-.2313201
17299,"D",37.31567,-.2328876
17300,"D",38.07119,-.2392766
17301,"D",42.89794,-.2042686
17302,"D",38.71443,-.1831733
17303,"D",39.38124,-.1711395
17304,"D",38.80237,-.2242915
17305,"D",39.43076,-.1727268
17306,"D",40.37268,-.1770051
17307,"D",39.84851,-.158676
17308,"D",36.39518,-.2208331
17309,"D",36.35013,-.2485696
17310,"D",43.06428,-.2161723
17311,"D",42.84555,-.1373878
17312,"D",37.82371,-.2095064
17313,"D",43.38835,-.1581081
17314,"D",39.69134,-.2746031
17315,"D",38.94887,-.2135347
17316,"D",39.80314,-.2211117
17317,"D",43.10511,-.1349979
17318,"D",41.61121,-.1222306
17319,"D",37.58581,-.222997
17320,"D",39.97855,-.2677348
17321,"D",36.73115,-.2190801
17322,"D",39.187,-.2438614
17323,"D",38.75035,-.1382565
17324,"D",42.48321,-.1234022
17325,"D",41.87086,-.148145
17326,"D",38.12016,-.2341162
17327,"D",39.91266,-.2160741
17328,"D",40.79981,-.2093294
17329,"D",40.50893,-.216946
17330,"D",38.76695,-.2630114
17331,"D",39.18903,-.2189093
17332,"D",45.00018,-.1733739
17333,"D",36.23972,-.3107402
17334,"D",41.63203,-.2483072
17335,"D",44.83734,-.1750935
17336,"D",40.04147,-.1290376
17337,"D",41.56219,-.1239388
17338,"D",39.73275,-.1677157
17339,"D",39.25685,-.1735122
17340,"D",42.36831,-.1808832
17341,"D",41.55569,-.1730663
17342,"D",39.78106,-.1965657
17343,"D",41.05798,-.2474046
17344,"D",38.99485,-.2052802
17345,"D",36.01848,-.3058938
17346,"D",38.87208,-.2871943
17347,"D",39.92818,-.2366625
17348,"D",42.51502,-.1610724
17349,"D",36.1831,-.2656926
17350,"D",41.66296,-.1259247
17351,"D",36.45201,-.1779518
17352,"D",40.72585,-.2464045
17353,"D",40.07665,-.2000868
17354,"D",43.06962,-.1263929
17355,"D",41.07891,-.2365875
17356,"D",38.80574,-.2197239
17357,"D",38.59246,-.2659017
17358,"D",42.21554,-.2047127
17359,"D",37.63263,-.1562602
17360,"D",42.47214,-.1469706
17361,"D",37.71702,-.1905289
17362,"D",39.43737,-.155479
17363,"D",38.83645,-.2296922
17364,"D",36.96878,-.2371582
17365,"D",41.9794,-.1710077
17366,"D",38.37054,-.1720336
17367,"D",39.82055,-.2816253
17368,"D",39.29859,-.2105691
17369,"D",39.79979,-.1866524
17370,"D",38.77814,-.2059489
17371,"D",36.12784,-.2561324
17372,"D",43.70379,-.1251695
17373,"D",39.96557,-.2585866
17374,"D",41.3274,-.1869216
17375,"D",39.19685,-.2674708
17376,"D",40.21059,-.1886023
17377,"D",40.1806,-.1840557
17378,"D",35.17807,-.2819965
17379,"D",39.05356,-.2263229
17380,"D",41.55319,-.2724578
17381,"D",40.54247,-.2092633
17382,"D",37.27115,-.2476503
17383,"D",39.44386,-.1884614
17384,"D",41.38518,-.2033089
17385,"D",41.54253,-.1340813
17386,"D",40.00098,-.2222124
17387,"D",41.272,-.2261297
17388,"D",38.95979,-.1759792
17389,"D",40.1155,-.220937
17390,"D",42.91915,-.2057857
17391,"D",40.85394,-.1538973
17392,"D",37.57408,-.2198596
17393,"D",34.50617,-.2695574
17394,"D",43.1677,-.2318574
17395,"D",41.54842,-.1518487
17396,"D",40.55622,-.195319
17397,"D",38.27825,-.2307763
17398,"D",42.34632,-.201434
17399,"D",38.85242,-.2413138
17400,"D",40.03493,-.192326
17401,"D",41.22434,-.1866543
17402,"D",42.66743,-.1029983
17403,"D",39.23233,-.2693352
17404,"D",42.70723,-.1015784
17405,"D",37.15961,-.2283597
17406,"D",39.32436,-.2170663
17407,"D",42.01143,-.1559172
17408,"D",40.38813,-.2141656
17409,"D",40.60475,-.2595983
17410,"D",38.92288,-.175994
17411,"D",39.49898,-.2487183
17412,"D",39.81432,-.1719345
17413,"D",39.75755,-.1785219
17414,"D",37.73211,-.1558125
17415,"D",38.83848,-.2060707
17416,"D",36.79588,-.2738109
17417,"D",39.55859,-.1149578
17418,"D",39.19406,-.2493758
17419,"D",39.98666,-.2503512
17420,"D",32.49259,-.3109761
17421,"D",40.43842,-.1987179
17422,"D",43.04513,-.1918387
17423,"D",43.08029,-.1913102
17424,"D",39.40083,-.2017846
17425,"D",41.26252,-.2136329
17426,"D",42.46751,-.1202837
17427,"D",36.48109,-.2191925
17428,"D",42.55689,-.1822852
17429,"D",39.07226,-.3508323
17430,"D",41.88203,-.2196671
17431,"D",39.02845,-.2032889
17432,"D",40.28334,-.0849237
17433,"D",40.11431,-.2200168
17434,"D",39.61486,-.2039786
17435,"D",43.95444,-.0944285
17436,"D",42.60367,-.1892523
17437,"D",40.5456,-.2207535
17438,"D",37.29244,-.2682991
17439,"D",39.06391,-.1838987
17440,"D",39.29238,-.2272578
17441,"D",41.44852,-.1579043
17442,"D",39.25863,-.2713473
17443,"D",33.23776,-.3390418
17444,"D",36.85976,-.2157963
17445,"D",39.2925,-.1776032
17446,"D",38.46858,-.2539914
17447,"D",41.53486,-.1451443
17448,"D",42.56812,-.1477579
17449,"D",37.59198,-.2111023
17450,"D",44.0728,-.1599966
17451,"D",41.70018,-.1627268
17452,"D",41.1926,-.2080536
17453,"D",38.02793,-.3268248
17454,"D",40.3975,-.1234729
17455,"D",41.85933,-.1143232
17456,"D",40.08758,-.1711766
17457,"D",42.6073,-.120003
17458,"D",40.94677,-.1475527
17459,"D",44.6026,-.148571
17460,"D",41.10912,-.1465349
17461,"D",38.97349,-.2636048
17462,"D",43.40945,-.133804
17463,"D",40.47185,-.2620612
17464,"D",41.17493,-.1526987
17465,"D",35.93526,-.2626329
17466,"D",40.95922,-.2720463
17467,"D",37.7784,-.3089523
17468,"D",40.25215,-.2988242
17469,"D",38.41078,-.304294
17470,"D",40.73532,-.1862316
17471,"D",37.70235,-.1977673
17472,"D",41.85121,-.135463
17473,"D",44.45374,-.098204
17474,"D",41.25112,-.2313921
17475,"D",43.6232,-.1390474
17476,"D",35.73213,-.2632834
17477,"D",41.41314,-.2220055
17478,"D",38.38162,-.2346451
17479,"D",41.92469,-.2084551
17480,"D",41.29231,-.149704
17481,"D",40.85653,-.1861387
17482,"D",38.9289,-.3274243
17483,"D",37.65378,-.2498103
17484,"D",38.63238,-.2145004
17485,"D",42.82591,-.2376166
17486,"D",41.52856,-.1469523
17487,"D",37.69114,-.1379453
17488,"D",40.33215,-.1696267
17489,"D",39.49377,-.1993917
17490,"D",39.17196,-.1904379
17491,"D",37.10994,-.242394
17492,"D",44.16809,-.0906021
17493,"D",42.99017,-.2101801
17494,"D",40.27227,-.1306436
17495,"D",39.17416,-.2483726
17496,"D",40.03239,-.1702734
17497,"D",40.85093,-.1979507
17498,"D",39.0842,-.2201087
17499,"D",39.81072,-.2485463
17500,"D",41.29536,-.1696646
17501,"D",39.22149,-.21073
17502,"D",40.64447,-.1925282
17503,"D",39.66069,-.2119586
17504,"D",43.5208,-.0832291
17505,"D",38.43084,-.1672574
17506,"D",42.74202,-.2058303
17507,"D",41.61573,-.1758525
17508,"D",39.09721,-.2140777
17509,"D",40.44184,-.1275348
17510,"D",40.68896,-.1837745
17511,"D",39.51416,-.217111
17512,"D",37.75256,-.2762987
17513,"D",44.92809,-.1717425
17514,"D",40.48079,-.2080261
17515,"D",38.18314,-.2967479
17516,"D",39.69734,-.1932946
17517,"D",40.41574,-.1318991
17518,"D",42.03146,-.12954
17519,"D",37.65475,-.2530922
17520,"D",41.23137,-.2195714
17521,"D",37.99994,-.1865787
17522,"D",37.57277,-.247249
17523,"D",38.0919,-.1717968
17524,"D",40.35572,-.1710286
17525,"D",35.56805,-.3050976
17526,"D",36.7003,-.2879575
17527,"D",38.83539,-.2134027
17528,"D",43.40496,-.1069682
17529,"D",39.15961,-.2282636
17530,"D",42.53062,-.1399751
17531,"D",40.37989,-.1696965
17532,"D",40.16667,-.1427554
17533,"D",37.02415,-.2079574
17534,"D",41.90254,-.2018521
17535,"D",41.58709,-.1779257
17536,"D",37.36498,-.2480601
17537,"D",40.71409,-.1379545
17538,"D",39.85733,-.2348805
17539,"D",39.8818,-.1330992
17540,"D",38.9141,-.2482621
17541,"D",40.64739,-.1590207
17542,"D",38.87585,-.2271067
17543,"D",40.40829,-.1746493
17544,"D",39.63849,-.1849009
17545,"D",37.18049,-.1983164
17546,"D",40.69038,-.1535489
17547,"D",38.00226,-.2580773
17548,"D",37.85622,-.2638044
17549,"D",42.57413,-.0953738
17550,"D",41.40699,-.1769702
17551,"D",39.26005,-.2062203
17552,"D",43.87109,-.1363104
17553,"D",39.91478,-.1924443
17554,"D",42.6108,-.2146282
17555,"D",40.70221,-.2045326
17556,"D",39.89967,-.2176951
17557,"D",40.66166,-.0953795
17558,"D",39.15811,-.2364424
17559,"D",40.9229,-.2421772
17560,"D",40.20234,-.2733319
17561,"D",41.89711,-.1751769
17562,"D",39.12759,-.1490454
17563,"D",39.80907,-.1902213
17564,"D",37.97086,-.2233019
17565,"D",41.47825,-.2080124
17566,"D",41.15893,-.2175918
17567,"D",37.49976,-.1883519
17568,"D",37.72613,-.2375574
17569,"D",35.84166,-.2183602
17570,"D",44.32998,-.1360199
17571,"D",40.55768,-.2064664
17572,"D",41.20736,-.187242
17573,"D",38.99235,-.2177379
17574,"D",38.21472,-.1932745
17575,"D",39.48588,-.1922356
17576,"D",38.36871,-.1565407
17577,"D",41.55187,-.1737805
17578,"D",39.1987,-.2063371
17579,"D",41.5453,-.1451776
17580,"D",42.28637,-.1734765
17581,"D",39.59486,-.2363821
17582,"D",38.88415,-.2063824
17583,"D",39.22987,-.2778688
17584,"D",42.34394,-.162967
17585,"D",38.49478,-.1661281
17586,"D",41.49609,-.2349208
17587,"D",37.42979,-.2465278
17588,"D",40.67916,-.1741824
17589,"D",40.30227,-.2494366
17590,"D",40.42736,-.1270839
17591,"D",42.27996,-.1450091
17592,"D",37.44378,-.2275295
17593,"D",39.04964,-.2392475
17594,"D",37.65287,-.2336815
17595,"D",38.32849,-.204444
17596,"D",40.69868,-.1576092
17597,"D",41.40453,-.1786644
17598,"D",41.1144,-.1563651
17599,"D",39.63158,-.2527845
17600,"D",39.84126,-.1193318
17601,"D",36.81675,-.2410448
17602,"D",37.45224,-.1883458
17603,"D",42.12834,-.1688519
17604,"D",36.53291,-.2773506
17605,"D",39.70861,-.1785259
17606,"D",39.40218,-.1830856
17607,"D",38.94083,-.2152474
17608,"D",43.82951,-.1442025
17609,"D",37.96332,-.1680127
17610,"D",35.25049,-.2744408
17611,"D",40.54353,-.1929582
17612,"D",37.96925,-.3452536
17613,"D",42.438,-.194095
17614,"D",41.41217,-.1795143
17615,"D",39.98088,-.2149944
17616,"D",39.71784,-.2036062
17617,"D",38.78245,-.1662999
17618,"D",41.45913,-.1664766
17619,"D",36.86095,-.2387908
17620,"D",38.54098,-.2349698
17621,"D",41.67,-.2308666
17622,"D",39.4592,-.2136006
17623,"D",44.01575,-.1570747
17624,"D",40.74986,-.1861847
17625,"D",39.56163,-.1517079
17626,"D",39.45978,-.2894846
17627,"D",39.21284,-.1861806
17628,"D",36.90033,-.2838292
17629,"D",39.58993,-.2692642
17630,"D",37.10805,-.2792851
17631,"D",38.74302,-.2652783
17632,"D",38.60895,-.2545216
17633,"D",40.98082,-.1457275
17634,"D",40.88719,-.2245662
17635,"D",43.00251,-.1556654
17636,"D",42.0321,-.1852942
17637,"D",37.98174,-.2407482
17638,"D",41.25249,-.144286
17639,"D",36.70619,-.2257668
17640,"D",39.61869,-.236457
17641,"D",41.72331,-.1628564
17642,"D",39.01481,-.1832023
17643,"D",42.33451,-.1350623
17644,"D",40.1097,-.2665441
17645,"D",38.88991,-.1080667
17646,"D",42.84563,-.1934123
17647,"D",35.76902,-.2940733
17648,"D",38.44061,-.2520355
17649,"D",41.52505,-.1475144
17650,"D",39.50773,-.2072043
17651,"D",40.28736,-.2349158
17652,"D",41.25621,-.1862289
17653,"D",39.35665,-.2206374
17654,"D",41.83558,-.1459059
17655,"D",39.43922,-.1736303
17656,"D",43.97567,-.165133
17657,"D",40.03605,-.2693416
17658,"D",38.99369,-.2278679
17659,"D",40.55681,-.1751454
17660,"D",42.01732,-.1159452
17661,"D",38.56487,-.1867188
17662,"D",41.38061,-.1972755
17663,"D",40.5974,-.1818112
17664,"D",40.10488,-.2224071
17665,"D",41.68199,-.2411475
17666,"D",40.80374,-.1802539
17667,"D",40.53806,-.1801545
17668,"D",42.33404,-.2067993
17669,"D",39.84812,-.2853961
17670,"D",44.08345,-.1667057
17671,"D",39.64114,-.1995848
17672,"D",36.64907,-.1808207
17673,"D",37.41722,-.1876605
17674,"D",38.29907,-.2476119
17675,"D",36.98561,-.2029254
17676,"D",42.44508,-.1766053
17677,"D",37.63133,-.2644061
17678,"D",42.85181,-.266204
17679,"D",41.83932,-.1981406
17680,"D",42.48605,-.1963818
17681,"D",38.82961,-.1532035
17682,"D",39.95868,-.1910045
17683,"D",41.70364,-.1386189
17684,"D",40.71655,-.2407957
17685,"D",39.84232,-.1684833
17686,"D",40.38932,-.2412993
17687,"D",37.32267,-.1825827
17688,"D",41.55687,-.1799725
17689,"D",41.44653,-.1336947
17690,"D",38.57877,-.2635826
17691,"D",37.34005,-.2510831
17692,"D",39.89958,-.2105989
17693,"D",38.45346,-.1970639
17694,"D",41.37518,-.1924972
17695,"D",42.23156,-.1327722
17696,"D",42.46584,-.2031591
17697,"D",37.46864,-.2228377
17698,"D",38.17619,-.1904016
17699,"D",42.13023,-.0975925
17700,"D",40.25132,-.2160029
17701,"D",39.27655,-.1617178
17702,"D",38.76932,-.1965986
17703,"D",40.64521,-.1779407
17704,"D",44.35121,-.1147013
17705,"D",37.25197,-.1851174
17706,"D",38.9992,-.2702811
17707,"D",38.98061,-.144277
17708,"D",38.90652,-.1514825
17709,"D",39.55701,-.2003483
17710,"D",43.21135,-.1637218
17711,"D",39.50709,-.1918408
17712,"D",37.47344,-.2231501
17713,"D",41.93481,-.18971
17714,"D",39.19963,-.2099956
17715,"D",43.31054,-.2223158
17716,"D",40.19433,-.2402266
17717,"D",42.24975,-.1545829
17718,"D",37.62398,-.2210585
17719,"D",37.67499,-.1466911
17720,"D",42.33997,-.164758
17721,"D",43.47925,-.1763504
17722,"D",41.33035,-.2254088
17723,"D",40.07235,-.1786625
17724,"D",39.92507,-.2188699
17725,"D",42.9483,-.1706924
17726,"D",41.54987,-.2081793
17727,"D",40.24543,-.2760729
17728,"D",39.48343,-.1852483
17729,"D",39.09891,-.2635422
17730,"D",38.11042,-.1498769
17731,"D",40.26995,-.2751036
17732,"D",38.34721,-.2547937
17733,"D",41.50322,-.1680308
17734,"D",37.37178,-.2775978
17735,"D",36.44269,-.2881416
17736,"D",38.64554,-.1636475
17737,"D",41.24987,-.1519732
17738,"D",40.76767,-.0484741
17739,"D",39.90147,-.2766006
17740,"D",37.75488,-.1632993
17741,"D",39.61963,-.1800155
17742,"D",39.2575,-.2883482
17743,"D",40.26786,-.1755677
17744,"D",40.13516,-.2316669
17745,"D",39.167,-.2917721
17746,"D",41.76364,-.2121098
17747,"D",38.10066,-.2167907
17748,"D",35.45625,-.3279737
17749,"D",37.35223,-.2218047
17750,"D",39.49101,-.2030715
17751,"D",42.30343,-.1938721
17752,"D",44.11563,-.2154629
17753,"D",40.71281,-.1992924
17754,"D",39.35414,-.1628769
17755,"D",39.55678,-.1865599
17756,"D",39.87071,-.1170866
17757,"D",41.94788,-.1582882
17758,"D",40.77447,-.273314
17759,"D",40.64748,-.2398647
17760,"D",40.68348,-.2208087
17761,"D",41.87326,-.1530843
17762,"D",42.11852,-.1220137
17763,"D",39.74986,-.154811
17764,"D",40.00082,-.1712791
17765,"D",40.38101,-.2417584
17766,"D",37.89412,-.3054344
17767,"D",38.2527,-.2242341
17768,"D",42.1151,-.1616543
17769,"D",36.24308,-.2082979
17770,"D",38.75996,-.2460215
17771,"D",36.7691,-.2825168
17772,"D",38.74053,-.2279387
17773,"D",40.19932,-.19537
17774,"D",37.7179,-.2435319
17775,"D",42.79971,-.16288
17776,"D",39.85735,-.1273649
17777,"D",38.30297,-.2431774
17778,"D",39.85691,-.1870774
17779,"D",38.98643,-.1013496
17780,"D",39.03992,-.1861515
17781,"D",42.64325,-.1229956
17782,"D",40.44827,-.2037415
17783,"D",38.66142,-.2219714
17784,"D",38.12799,-.1898988
17785,"D",37.30828,-.2403876
17786,"D",40.38626,-.2028976
17787,"D",42.10678,-.1746871
17788,"D",40.5083,-.2194008
17789,"D",39.38198,-.2412971
17790,"D",38.7376,-.1718054
17791,"D",39.67382,-.2364602
17792,"D",36.2119,-.2814822
17793,"D",44.34094,-.1321888
17794,"D",40.13788,-.1897413
17795,"D",41.33975,-.1517652
17796,"D",42.67598,-.1820531
17797,"D",39.75434,-.2494406
17798,"D",40.2579,-.1728178
17799,"D",39.98591,-.1288094
17800,"D",41.74236,-.0945195
17801,"D",43.63466,-.1441969
17802,"D",41.34465,-.2470466
17803,"D",42.39119,-.1769471
17804,"D",39.69249,-.1678632
17805,"D",43.53285,-.2116072
17806,"D",38.9272,-.2556458
17807,"D",37.07175,-.2367633
17808,"D",39.49485,-.1730435
17809,"D",42.78241,-.1834067
17810,"D",38.91616,-.2813832
17811,"D",38.16509,-.1936221
17812,"D",39.6609,-.1580244
17813,"D",41.88389,-.2021682
17814,"D",40.25212,-.1659659
17815,"D",39.85491,-.2340436
17816,"D",37.2307,-.1995215
17817,"D",38.07991,-.2226167
17818,"D",39.21627,-.2308444
17819,"D",36.94683,-.1915298
17820,"D",38.52646,-.1897837
17821,"D",38.48054,-.2479312
17822,"D",41.74385,-.1734966
17823,"D",36.63471,-.245112
17824,"D",41.594,-.3266278
17825,"D",41.0121,-.1789304
17826,"D",38.30054,-.2365416
17827,"D",40.52098,-.1870441
17828,"D",45.42468,-.061924
17829,"D",40.29666,-.1958692
17830,"D",41.98215,-.1553748
17831,"D",41.89033,-.1403423
17832,"D",36.10973,-.2731474
17833,"D",42.99834,-.2243642
17834,"D",40.37734,-.0919884
17835,"D",40.67369,-.1725518
17836,"D",36.16541,-.2443307
17837,"D",43.42339,-.1711759
17838,"D",41.92656,-.2133124
17839,"D",39.16321,-.2213598
17840,"D",39.6076,-.2480709
17841,"D",36.3458,-.1617749
17842,"D",40.07055,-.2209771
17843,"D",39.51496,-.3316653
17844,"D",37.08473,-.2854627
17845,"D",39.69434,-.2356057
17846,"D",38.66072,-.1542464
17847,"D",38.08965,-.1586942
17848,"D",38.84092,-.2318227
17849,"D",42.8082,-.1076631
17850,"D",42.98126,-.16585
17851,"D",40.85463,-.2059363
17852,"D",40.93876,-.1948918
17853,"D",40.82085,-.1803892
17854,"D",42.3928,-.2576865
17855,"D",42.18966,-.1513445
17856,"D",41.63811,-.2391181
17857,"D",40.8703,-.2345781
17858,"D",38.9447,-.1689735
17859,"D",38.97888,-.2229279
17860,"D",40.50502,-.2105096
17861,"D",42.12461,-.1842925
17862,"D",39.46431,-.3017601
17863,"D",37.90041,-.2084267
17864,"D",38.06303,-.1979685
17865,"D",39.09689,-.1990805
17866,"D",39.40295,-.1630545
17867,"D",41.15076,-.1138641
17868,"D",38.90483,-.1598846
17869,"D",38.68984,-.2296395
17870,"D",39.59058,-.1427152
17871,"D",41.81297,-.18447
17872,"D",35.56257,-.269618
17873,"D",38.69996,-.1640406
17874,"D",42.03414,-.1465336
17875,"D",36.44052,-.3001799
17876,"D",37.64589,-.2123845
17877,"D",43.90004,-.1943695
17878,"D",45.70822,-.1833515
17879,"D",40.21568,-.2305983
17880,"D",41.66537,-.1826951
17881,"D",38.85967,-.231372
17882,"D",41.5403,-.1246121
17883,"D",40.90955,-.1783768
17884,"D",41.58221,-.1649783
17885,"D",36.78425,-.2061959
17886,"D",41.33895,-.1994529
17887,"D",37.26768,-.2661406
17888,"D",43.10815,-.1233424
17889,"D",37.4747,-.2536666
17890,"D",39.36597,-.1954698
17891,"D",38.68489,-.1965688
17892,"D",45.78125,-.059075
17893,"D",38.62156,-.1694371
17894,"D",37.42191,-.2077515
17895,"D",39.64323,-.1917489
17896,"D",39.2268,-.231545
17897,"D",39.37482,-.2310236
17898,"D",39.97532,-.1607375
17899,"D",40.02436,-.1835434
17900,"D",40.41192,-.2098241
17901,"D",36.48998,-.2497295
17902,"D",37.777,-.2620459
17903,"D",40.8561,-.1730367
17904,"D",39.69878,-.2024053
17905,"D",42.21568,-.1586277
17906,"D",42.24278,-.158179
17907,"D",42.32888,-.1516676
17908,"D",41.65442,-.1591932
17909,"D",37.80791,-.2031586
17910,"D",41.11721,-.175414
17911,"D",35.85039,-.2397174
17912,"D",41.98278,-.1371385
17913,"D",39.7757,-.2298304
17914,"D",42.03145,-.2220136
17915,"D",39.47149,-.2374421
17916,"D",42.03108,-.2106608
17917,"D",38.6535,-.1776361
17918,"D",39.03011,-.1705416
17919,"D",41.46096,-.1951546
17920,"D",39.70645,-.1494994
17921,"D",37.85751,-.0712828
17922,"D",42.41105,-.0485731
17923,"D",42.9188,-.207033
17924,"D",40.7963,-.1739178
17925,"D",37.94579,-.2502133
17926,"D",40.58253,-.2329785
17927,"D",39.56555,-.2121999
17928,"D",38.83672,-.2752287
17929,"D",41.18888,-.3031067
17930,"D",40.8282,-.2024352
17931,"D",40.48246,-.2629926
17932,"D",43.72631,-.203887
17933,"D",37.20115,-.2767886
17934,"D",41.56294,-.137148
17935,"D",42.53094,-.1930726
17936,"D",39.06697,-.2751161
17937,"D",37.79835,-.2214065
17938,"D",42.00784,-.1614013
17939,"D",40.3634,-.2044761
17940,"D",40.74406,-.2555503
17941,"D",40.71626,-.1609007
17942,"D",40.054,-.1989329
17943,"D",38.13388,-.2156984
17944,"D",38.19744,-.2707767
17945,"D",40.12977,-.1564775
17946,"D",36.67073,-.2853591
17947,"D",38.68662,-.266082
17948,"D",39.16449,-.2128096
17949,"D",42.33416,-.1922015
17950,"D",40.14788,-.2646147
17951,"D",39.81642,-.257654
17952,"D",37.72552,-.2998964
17953,"D",40.84015,-.1943967
17954,"D",38.35077,-.1787536
17955,"D",41.00589,-.128022
17956,"D",39.64937,-.1913589
17957,"D",35.89316,-.3089006
17958,"D",39.72636,-.1503791
17959,"D",38.71911,-.2736736
17960,"D",40.66056,-.1478698
17961,"D",41.62473,-.18066
17962,"D",38.35075,-.1496381
17963,"D",40.37171,-.2109318
17964,"D",40.81206,-.1146655
17965,"D",45.0572,-.2186313
17966,"D",40.13132,-.1068947
17967,"D",39.02632,-.1750137
17968,"D",35.90059,-.3031119
17969,"D",39.67427,-.1139901
17970,"D",42.40854,-.1846374
17971,"D",42.93866,-.247861
17972,"D",43.82752,-.1036384
17973,"D",39.46637,-.201987
17974,"D",39.77245,-.1799145
17975,"D",41.16742,-.1561784
17976,"D",39.07435,-.2236704
17977,"D",40.2714,-.1775233
17978,"D",43.60999,-.155811
17979,"D",40.55637,-.2232353
17980,"D",41.85179,-.215204
17981,"D",40.2445,-.2276164
17982,"D",37.99673,-.260038
17983,"D",41.68998,-.2136011
17984,"D",41.40549,-.1321703
17985,"D",41.89482,-.2176094
17986,"D",40.57951,-.1852605
17987,"D",39.59158,-.1799533
17988,"D",39.97598,-.158551
17989,"D",41.46148,-.1159605
17990,"D",44.81656,-.1159339
17991,"D",39.09187,-.2629505
17992,"D",36.81759,-.248653
17993,"D",41.65572,-.1660677
17994,"D",37.38586,-.2660257
17995,"D",41.44139,-.1720025
17996,"D",39.76995,-.2131964
17997,"D",43.77566,-.1999511
17998,"D",38.50117,-.2092577
17999,"D",38.03201,-.2241221
18000,"D",38.65746,-.2061673
18001,"D",39.50012,-.2757712
18002,"D",38.36889,-.2187263
18003,"D",37.09888,-.3453895
18004,"D",41.52266,-.2324476
18005,"D",41.7363,-.1923851
18006,"D",41.90052,-.1331712
18007,"D",40.32777,-.1855341
18008,"D",37.93065,-.2005654
18009,"D",36.62982,-.2214678
18010,"D",40.1943,-.2603068
18011,"D",35.82276,-.2589842
18012,"D",45.85818,-.0827379
18013,"D",37.17938,-.2307708
18014,"D",40.47617,-.2105466
18015,"D",40.86846,-.1616334
